,Port,Navire,Type Navire,Jauge Brute,Tirant Eau Entree Avant,Tirant Eau Entree Arriere,Tirant Eau Sortie Avant,Tirant Eau Sortie Arriere,Nbr Remorque Accostage,Nbr Remorque Appareillage,Nbr Remorque Changement,Nbr Remorque Assistance,Provenances,Destinations,Armateur Disposant,Armateur Proprietaire,Date Entrée au Port,Heure Entrée au Port,Date Entree Mouillage,Heure Entree Mouillage,Date Sortie Mouillage,Heure Sortie Mouillage,Date Accostage,Heure Accostage,Date App Quai,Heure App Quai,Poste Accostage,Date Appareillage Port,Heure Appareillage Port,Longueur,Tirant Eau,Sejour Rade (Jours),Sejour Mouillage (Jours),Sejour Quai (Jours),Sejour Port (Jours),Marchandise DAP Import,Tonnage DAP Import,Marchandise DAP Export,Tonnage DAP Export
53,CASABLANCA,LINDEN ARROW,VRAQUIER,31864,4.5,5.5,10.5,11.5,2,2,0,0,MONFALCONE,CALLAO,GEARBULK SHIPOWNING LIMITED,GEARBULK SHIPOWNING LIMITED,11/12/2025,16:12,11/12/2025,16:13,23/12/2025,12:56,23/12/2025,15:35,25/12/2025,12:45,66,25/12/25,13:45,189.99,12.5,"0,00","11,86","1,88","13,90",,0.0,PHOSPHATE VRAC,42620.0
54,CASABLANCA,STATENGRACHT,VRAQUIER,16676,9.0,9.0,5.0,5.15,1,1,0,0,"PENSACOLA , GALVESTON",A ORDRE,C.V SCHEEPVAARTONDERNEMING,C.V SCHEEPVAARTONDERNEMING,24/12/2025,10:04,24/12/2025,10:05,25/12/2025,11:07,25/12/2025,13:25,25/12/2025,19:25,32,25/12/25,20:14,173.18,8.9,"0,00","1,04","0,25","1,42",MATERIELS DIVERS,189.716,,0.0
55,CASABLANCA,ARTANIA,CROISIERE/PAQUEBOT,44697,7.0,7.0,0.0,0.0,0,0,0,0,TANGIER,AGADIR,ARTANIA GMBH,ARTANIA GMBH,25/12/2025,05:52,,,,,25/12/2025,07:05,25/12/2025,14:30,QC1,25/12/25,14:59,230.62,7.8,"0,00","0,00","0,31","0,38",,0.0,,0.0
56,CASABLANCA,ANMARE,CONVENTIONEL,2461,5.2,5.6,5.0,5.2,0,0,0,0,WISMAR,A ORDRE,BREB GMBH & CO KG,BREB GMBH & CO KG,25/12/2025,09:01,25/12/2025,09:02,25/12/2025,12:50,25/12/2025,14:15,25/12/2025,19:50,22,25/12/25,20:47,87.9,5.51,"0,00","0,16","0,23","0,49",BOIS EN FARDEAUX PREELING,701.0,,0.0
57,CASABLANCA,EMILIA,PORTE CONTENEUR,6363,6.5,6.6,6.4,6.5,1,0,0,0,"LISBOA , VALENCIA",VALENCIA,SCHIFFAHRTS GMBH & CO. KG,SCHIFFAHRTS GMBH & CO. KG,12/12/2025,06:01,12/12/2025,06:02,12/12/2025,06:03,22/12/2025,12:25,24/12/2025,09:05,80,24/12/25,09:50,121.35,6.69,"0,00","0,00","1,86","12,16",CONTENEURS,4419.0,CONTENEURS,1200.0
58,CASABLANCA,CMA CGM NADOR,PORTE CONTENEUR,10585,7.6,8.2,7.0,8.0,2,2,0,0,TANGER MED,AGADIR,COMANAV,COMANAV,22/12/2025,01:15,22/12/2025,01:16,22/12/2025,01:18,23/12/2025,13:30,24/12/2025,06:30,51,24/12/25,07:20,151.74,7.99,"0,00","0,00","0,71","2,25",CONTENEURS,3990.0,CONTENEURS,3236.0
59,CASABLANCA,X-PRESS SOUSSE,PORTE CONTENEUR,9981,8.0,8.5,8.0,8.2,0,0,0,0,TANGER MED,TANGER MED,X.PRESS CONTAINERS LINES,X.PRESS CONTAINERS LINES,08/12/2025,21:16,08/12/2025,21:17,08/12/2025,21:20,21/12/2025,09:50,24/12/2025,05:15,72,24/12/25,06:00,134.44,7.5,"0,00","0,00","2,81","15,36",CONTENEURS,7973.0,CONTENEURS,6500.0
60,CASABLANCA,VESTHOLMEN,TANKER,11261,6.9,8.4,6.2,8.1,1,1,0,0,PUERTO CASTILLA,A ORDRE,VESTHOLMEN AS,VESTHOLMEN AS,16/12/2025,09:12,16/12/2025,09:13,23/12/2025,13:45,23/12/2025,14:45,24/12/2025,16:15,T5T6,24/12/25,17:36,143.97,9.2,"0,00","7,19","1,06","8,35",HUILE DE PALM,1500.0,,0.0
61,CASABLANCA,QUEENSLAND,ROULIER,9927,7.4,8.2,6.4,75.0,2,2,1,0,"SÃO SEBASTIÃO , SAO SEBASTIAO DO PARAISO",A ORDRE,QUEENSLAND SHIPPING GROUP LTD,X.PRESS CONTAINERS LINES,19/12/2025,21:01,,,,,19/12/2025,22:25,24/12/2025,02:40,"35 ,32",24/12/25,03:50,117.9,8.0,"0,00","0,00","4,18","4,28",BOVINS,1541.85,,0.0
62,CASABLANCA,JALONBORG,CONVENTIONEL,2080,5.0,5.5,3.0,3.5,0,0,0,0,SAINT-MALO,A ORDRE,WAGENBORG SHIPOWNERS 1 B.V,WAGENBORG SHIPOWNERS 1 B.V,22/12/2025,12:26,22/12/2025,12:27,23/12/2025,12:13,23/12/2025,13:15,24/12/2025,22:05,22,24/12/25,23:03,88.95,4.35,"0,00","0,99","1,37","2,44",PNEU DECHIQUETE,2300.0,,0.0
63,CASABLANCA,PANDA 003,PORTE CONTENEUR,18292,7.6,7.4,6.5,6.5,0,0,0,0,"ANTWERPEN , SETÚBAL , MOERDIJK",BARCELONA,ELBDEICH BEREEDERUNGS GMBH,ELBDEICH BEREEDERUNGS GMBH,16/12/2025,09:30,16/12/2025 | 17/12/2025 | 23/12/2025,09:31 | 11:14 | 13:28,16/12/2025 | 18/12/2025 | 23/12/2025,18:14 | 18:00 | 13:29,,,,,,23/12/25,13:30,169.95,9.6,"0,00","1,64","0,00","7,17",CONTENEURS,50.0,CONTENEURS,100.0
64,CASABLANCA,EVIAPETROL V,TANKER,4811,6.7,6.7,3.2,5.2,1,1,0,0,CHORNOMORSK,A ORDRE,EVIA PETROL FIVE MARITIME COMPANY,,20/12/2025,06:31,,,,,20/12/2025,08:45,23/12/2025,19:35,R2,23/12/25,20:25,119.1,6.76,"0,00","0,00","3,45","3,58",HUILES VEGETALES,6005.5,,0.0
65,CASABLANCA,SEATRADE CHILE,PORTE CONTENEUR,18680,9.1,10.05,9.0,10.0,2,1,0,0,"LE HAVRE , TANGER MED , ANTWERPEN , ROTTERDAM , VIGO , HAMBURG",AGADIR,CHILE SHIPPING COMPANY N.V.,CHILE SHIPPING COMPANY N.V.,20/12/2025,00:56,20/12/2025,00:57,21/12/2025,01:10,21/12/2025,02:25,22/12/2025,22:55,54,22/12/25,23:46,171.9,9.7,"0,00","1,01","1,85","2,95",CONTENEURS,8616.0,CONTENEURS,3718.0
66,CASABLANCA,ELEVIT,TANKER,12081,8.6,9.4,4.8,6.4,1,0,0,0,SAN LORENZO,A ORDRE,GREENLAND TANKER SHIPPING LTD,GREENLAND TANKER SHIPPING LTD,11/12/2025,09:00,11/12/2025,09:01,14/12/2025,23:34,15/12/2025,01:20,22/12/2025,00:25,T5T6,22/12/25,01:25,144.05,9.02,"0,00","3,61","6,96","10,68",HUILE DE SOJA,16000.0,,0.0
67,CASABLANCA,RMS ROSE,PORTE CONTENEUR,9701,6.8,7.7,6.5,7.3,0,0,0,0,"GEMLIK , ALIAGA , ANNABA (EX BONE) , GEBZE , BIZERTE , ISTANBUL",VALENCIA,AKKON LINES,KOM SHIPPING AND TRADING CO,20/12/2025,13:12,20/12/2025,13:13,20/12/2025,13:18,21/12/2025,01:15,22/12/2025,21:35,51,22/12/25,22:18,139.3,8.68,"0,00","0,00","1,85","2,38",CONTENEURS,7500.0,CONTENEURS,3500.0
68,CASABLANCA,CRINIS,VRAQUIER,17025,4.0,5.0,8.81,8.48,2,2,0,0,RAVENNA,KOPER,CLIPPER BULK.,TITHIS SHIPPING CORPORATION,10/12/2025,22:25,10/12/2025 | 16/12/2025 | 17/12/2025,22:26 | 22:49 | 12:53,16/12/2025 | 17/12/2025 | 21/12/2025,07:10 | 02:40 | 01:02,21/12/2025,02:55,22/12/2025,14:25,66,22/12/25,15:52,169.37,9.81,"0,00","9,03","1,48","11,73",,0.0,PHOSPHATE VRAC,22500.0
69,CASABLANCA,CARLA,PORTE CONTENEUR,6901,6.9,7.2,6.9,7.0,0,0,0,0,"ALGECIRAS , LISBOA , VIGO , LEIXOES","ALGECIRAS , VIGO",VESPERTILIO LDA,VESPERTILIO LDA,18/12/2025,07:15,18/12/2025,07:16,18/12/2025,07:19,20/12/2025,09:05,21/12/2025,00:20,51,21/12/25,01:17,139.88,7.29,"0,00","0,00","0,64","2,75",CONTENEURS,6564.0,CONTENEURS,120.0
70,CASABLANCA,CRONUS LEADER,ROULIER,62394,8.4,8.6,7.9,7.8,2,2,0,0,"TAIPEI , NAGOYA, AICHI , LAEM CHABANG , YARIMCA",A ORDRE,TOKO UNYU CO. LTD,TOKO UNYU CO. LTD,18/12/2025,18:35,18/12/2025,18:36,18/12/2025,18:47,21/12/2025,01:00,21/12/2025,15:15,44,21/12/25,16:07,199.94,10.0,"0,00","0,01","0,59","2,90",VEHICULES,1265.655,,0.0
71,CASABLANCA,CT DANIEL,PORTE CONTENEUR,9990,7.0,8.1,7.0,8.0,0,0,0,0,"MALTA FREEPORT DISTRIPARK , ALIAGA , SFAX , AMBARLI , SOUSSE , TARANTO , BIZERTE",MALTA (VALLETTA),"CONTARGA LIMITED , FERRYPORT, ALEXA","CONTARGA LIMITED , FERRYPORT, ALEXA",15/12/2025,20:56,15/12/2025 | 17/12/2025,20:57 | 11:15,16/12/2025 | 19/12/2025,07:20 | 13:42,19/12/2025,15:30,20/12/2025,08:15,51,20/12/25,09:09,134.4,8.71,"0,00","2,53","0,70","4,51",CONTENEURS,4250.0,CONTENEURS,5000.0
72,CASABLANCA,SCHILLPLATE,CONVENTIONEL,2415,5.0,5.0,4.0,4.0,0,0,0,0,MÁLAGA,A ORDRE,BRIESE CHARTERING GMBH & CO . KG,BRIESE CHARTERING GMBH & CO . KG,12/12/2025,17:34,12/12/2025 | 14/12/2025 | 17/12/2025 | 19/12/2025,17:39 | 11:45 | 16:41 | 23:00,12/12/2025 | 15/12/2025 | 19/12/2025 | 20/12/2025,18:06 | 17:00 | 14:25 | 06:50,19/12/2025 | 20/12/2025,15:00 | 07:45,19/12/2025 | 20/12/2025,22:30 | 15:15,"T2 ,T2",20/12/25,16:04,86.0,5.3,"0,00","3,47","0,63","7,94",AMONITRATE,1500.0,,0.0
73,CASABLANCA,LADY DEBORA,CONVENTIONEL,5381,2.3,3.8,5.9,7.0,0,0,0,0,FIGUEIRA DA FOZ,AVILES,HADAR MANAGEMENT LTD,HADAR MANAGEMENT LTD,19/12/2025,10:47,19/12/2025,10:48,19/12/2025,16:46,19/12/2025,17:30,20/12/2025,15:29,66,20/12/25,16:33,107.6,6.63,"0,00","0,25","0,92","1,24",,0.0,PHOSPHATE VRAC,7500.0
74,CASABLANCA,NEOKASTRO,PORTE CONTENEUR,42609,11.45,11.45,9.0,9.0,4,4,0,0,"MALTA FREEPORT DISTRIPARK , ALIAGA , GEBZE , AMBARLI , IZMIT , VALENCIA , CONSTANTA",TANGER MED,HANSECONTOR SHIPMANAGEMENT,HANSECONTOR SHIPMANAGEMENT,12/12/2025,02:35,12/12/2025 | 13/12/2025 | 15/12/2025,02:36 | 07:10 | 23:10,12/12/2025 | 14/12/2025 | 19/12/2025,08:48 | 19:43 | 18:34,12/12/2025 | 14/12/2025,10:30 | 22:40,13/12/2025 | 15/12/2025,06:30 | 22:05,"54 ,54",19/12/25,18:35,268.8,12.54,"0,00","5,59","1,81","7,67",CONTENEURS,13014.0,CONTENEURS,13575.0
75,CASABLANCA,EYUP,CONVENTIONEL,5581,6.8,7.4,5.4,5.2,0,1,0,0,ALIAGA,A ORDRE,EYUP SHIPPING LTD,DOEHLE MINIBULKER BETEILIGUNGS,04/12/2025,08:59,04/12/2025,09:00,08/12/2025,16:22,08/12/2025,18:00,19/12/2025,21:25,35,19/12/25,22:25,108.2,7.08,"0,00","4,31","11,14","15,56",FARDEAUX FER,7700.0,,0.0
76,CASABLANCA,COOL HERO,VRAQUIER,21519,9.6,10.0,8.1,8.1,4,4,0,0,SANTOS,A ORDRE,ATLANTIS SHIPMANAGEMENT SA,ATLANTIS SHIPMANAGEMENT SA,03/12/2025,21:38,03/12/2025 | 12/12/2025,21:39 | 18:42,11/12/2025 | 14/12/2025,16:46 | 19:47,11/12/2025 | 14/12/2025,18:10 | 22:00,12/12/2025 | 19/12/2025,17:20 | 15:45,"T3T4 ,32",19/12/25,16:45,179.97,9.82,"0,00","9,84","5,70","15,80",SUCRE BRUT,33100.0,,0.0
77,CASABLANCA,ARKLOW COVE,VRAQUIER,2999,3.2,4.2,5.9,6.5,0,0,0,0,SEVILLA,GLOMFJORD,CAHORE SHIPPING LIMITED,,18/12/2025,06:22,18/12/2025,06:23,18/12/2025,12:20,18/12/2025,13:10,19/12/2025,08:35,66,19/12/25,09:22,87.4,6.27,"0,00","0,25","0,81","1,13",,0.0,PHOSPHATE VRAC,4800.0
78,CASABLANCA,K-OCEAN,PORTE CONTENEUR,6362,6.9,7.0,6.9,7.0,0,0,0,0,"ALGECIRAS , VALENCIA , BARCELONA",ALGECIRAS,"MS ""K-OCEAN"" MARITIME GMBH & CO KG","MS ""K-OCEAN"" MARITIME GMBH & CO KG",07/12/2025,17:37,07/12/2025,17:38,15/12/2025,15:38,15/12/2025,16:20,18/12/2025,04:55,74,18/12/25,05:33,121.76,6.69,"0,00","7,92","2,52","10,50",CONTENEURS,3500.0,CONTENEURS,1600.0
79,CASABLANCA,YASA ROSE,VRAQUIER,25163,9.69,9.75,5.0,5.0,3,2,0,1,BARCARENA,A ORDRE,BUNGE SA,LUGANO NAVIGATION CO.,29/11/2025,17:35,29/11/2025,17:36,13/12/2025,16:20,14/12/2025,20:30,18/12/2025,21:15,60,18/12/25,22:10,179.9,10.8,"0,00","13,95","4,03","19,19",MAIS,32994.676,,0.0
80,CASABLANCA,FEDERAL OHIO,CONVENTIONEL,21043,9.75,9.75,4.5,6.0,4,4,0,0,ROUEN,A ORDRE,FEDERAL TRIDENT LTD,,30/11/2025,08:59,30/11/2025 | 12/12/2025,09:00 | 18:45,11/12/2025 | 14/12/2025,19:35 | 17:44,11/12/2025 | 14/12/2025,21:25 | 20:15,12/12/2025 | 18/12/2025,18:15 | 10:20,"20 ,20",18/12/25,11:47,199.98,10.89,"0,00","13,40","4,45","18,12",BLE TENDRE,29099.938,,0.0
81,CASABLANCA,FAST OLIVIA,PORTE CONTENEUR,2581,5.0,5.0,5.0,5.0,0,0,0,0,BUSAN,A ORDRE,FAST LINES BELGIUM NV ERNEST VAN,FAST LINES BELGIUM NV ERNEST VAN,18/12/2025,09:08,,,,,18/12/2025,10:20,18/12/2025,12:40,72,18/12/25,13:30,89.75,5.48,"0,00","0,00","0,10","0,18",CONTENEURS,12100.0,,0.0
82,CASABLANCA,BMI EXPRESS,PORTE CONTENEUR,4721,8.0,8.5,7.0,7.5,0,0,0,0,LEIXOES,LEIXOES,AKHISAR DENIZCILIK,AKHISAR DENIZCILIK,13/12/2025,08:39,13/12/2025 | 17/12/2025,08:40 | 08:18,16/12/2025 | 18/12/2025,05:20 | 16:45,18/12/2025,17:15,18/12/2025,20:15,72,18/12/25,20:50,114.8,7.01,"0,00","4,21","0,13","5,51",CONTENEURS,3000.0,,0.0
83,CASABLANCA,SONGA PANTHER,PORTE CONTENEUR,18724,9.1,9.9,9.0,10.0,1,1,0,0,"ROTTERDAM , HAMBURG",HAMBURG,SONGA SHIPMANAGEMENT LTD,SONGA SHIPMANAGEMENT LTD,15/12/2025,11:21,,,,,15/12/2025,12:50,18/12/2025,21:55,51,18/12/25,22:24,172.0,9.7,"0,00","0,00","3,38","3,46",CONTENEURS,8616.0,CONTENEURS,3718.0
84,CASABLANCA,AMBASSADOR S,CONVENTIONEL,2449,5.0,5.6,4.0,5.5,0,0,0,0,"KALININGRAD ,",A ORDRE,CENTURY SHIP MANAGEMENT SA,CHARLES M. WILLIE & CO SHIPPING LTD,15/12/2025,10:29,15/12/2025,10:30,15/12/2025,10:42,15/12/2025,17:40,18/12/2025,14:00,R4,18/12/25,15:00,87.86,5.46,"0,00","0,01","2,85","3,19",COKE DE SOJA,3049.884,,0.0
85,CASABLANCA,MSC NEDERLAND III,PORTE CONTENEUR,37071,10.5,10.5,10.5,10.5,2,2,0,0,"LE HAVRE , ANTWERPEN , ROTTERDAM",LAS PALMAS DE GRAN CANARIA,MSC MEDITERRANEAN SHIPPING COMPANY,MSC MEDITERRANEAN SHIPPING CO,07/12/2025,07:26,07/12/2025 | 17/12/2025,07:27 | 16:01,13/12/2025 | 17/12/2025,06:24 | 16:05,14/12/2025,15:45,15/12/2025,20:35,80,17/12/25,16:06,237.0,12.0,"0,00","5,96","1,20","10,36",CONTENEURS,7770.0,CONTENEURS,7620.0
86,CASABLANCA,BELLINGSHAUSEN,VRAQUIER,2452,2.8,3.2,3.5,4.0,0,0,0,0,CASABLANCA,A ORDRE,R.E.S CHARTERING GMBH,R.E.S CHARTERING GMBH,07/12/2025,14:41,07/12/2025,14:42,14/12/2025,09:47,14/12/2025,11:00,17/12/2025,22:30,T2,17/12/25,23:38,87.9,5.61,"0,00","6,80","3,48","10,37",,0.0,CONTENEURS,207.0
87,CASABLANCA,BREB BALTIA,CONVENTIONEL,3961,5.7,6.5,3.0,3.4,0,0,0,0,WISMAR,A ORDRE,18.LEDA BETEILIGUNGS GMBH & CO. KG,18.LEDA BETEILIGUNGS GMBH & CO. KG,15/12/2025,11:34,,,,,15/12/2025,13:30,17/12/2025,08:10,R2,17/12/25,09:34,89.98,6.2,"0,00","0,00","1,78","1,92",BOIS EN FARDEAUX PREELING,4524.0,,0.0
88,CASABLANCA,ESPS NUMANCIA,NAVIRE DE GUERRE,4100,8.0,8.0,0.0,0.0,2,2,0,0,A ORDRE,A ORDRE,MARINE ESPAGNOLE,MARINE ESPAGNOLE,15/12/2025,07:26,,,,,15/12/2025,09:20,17/12/2025,17:55,44,17/12/25,18:42,138.0,8.0,"0,00","0,00","2,36","2,47",,0.0,,0.0
89,CASABLANCA,GREAT TEMA,ROULIER,89797,11.0,11.0,11.0,11.0,0,0,0,0,ANTWERPEN,DAKAR,GRIMALDI DEEP SEA S.P.A.,GRIMALDI DEEP SEA S.P.A.,13/12/2025,03:35,13/12/2025 | 16/12/2025,03:36 | 22:08,13/12/2025 | 16/12/2025,03:40 | 22:09,,,,,,16/12/25,22:10,250.0,11.22,"0,00","0,00","0,00","3,77",CONTENEURS,1500.0,CONTENEURS,500.0
90,CASABLANCA,AMELAND,CONVENTIONEL,6046,6.8,7.0,4.0,5.0,0,0,0,0,"GÄVLE , HARAHOLMEN , DOMSJÖ",AGADIR,WAGENBORG SHIPPING,WAGENBORG SHIPPING LTD,12/12/2025,05:15,12/12/2025 | 14/12/2025,05:16 | 10:12,13/12/2025 | 15/12/2025,06:40 | 12:30,15/12/2025,14:10,16/12/2025,08:57,30,16/12/25,09:55,122.1,7.64,"0,00","2,15","0,78","4,20",BOIS EN FARDEAUX PREELING,2167.0,,0.0
91,CASABLANCA,SAMSKIP AMINA,PORTE CONTENEUR,12514,7.3,7.0,7.3,7.3,0,0,0,0,"ROTTERDAM , TILBURY",A ORDRE,AMINA GMBH & CO KG,AMINA GMBH & CO KG,15/12/2025,14:35,15/12/2025,14:36,16/12/2025,10:39,,,,,,16/12/25,10:40,158.08,8.6,"0,00","0,84","0,00","0,84",CONTENEURS,7.0,CONTENEURS,1.0
92,CASABLANCA,PANDA 005,PORTE CONTENEUR,18292,7.1,7.8,6.5,6.2,1,1,0,0,"ANTWERPEN , SETÚBAL , MOERDIJK",BARCELONA,ED JL 0318 GMBH & CO. KG,ED JL 0318 GMBH & CO. KG,06/12/2025,12:22,06/12/2025,12:23,14/12/2025,15:57,14/12/2025,16:50,15/12/2025,15:35,74,15/12/25,16:15,169.95,9.6,"0,00","8,15","0,95","9,16",CONTENEURS,50.0,CONTENEURS,30.0
93,CASABLANCA,MSC RADIANT III,PORTE CONTENEUR,25713,10.5,10.5,10.3,10.3,4,3,0,0,"LA SPEZIA , CASTELLON DE LA PLANA , VALENCIA , BARCELONA",LA SPEZIA,BOMAR RADIANT OCEANWAY LIMITED,BOMAR RADIANT OCEANWAY LIMITED,04/12/2025,23:21,04/12/2025 | 12/12/2025,23:22 | 19:34,04/12/2025 | 12/12/2025,23:35 | 19:35,11/12/2025 | 14/12/2025,22:30 | 16:15,12/12/2025 | 15/12/2025,18:45 | 20:05,"83 ,83",15/12/25,20:50,208.0,11.4,"0,00","0,01","2,00","10,90",CONTENEURS,25200.0,CONTENEURS,7500.0
94,CASABLANCA,MONTPELLIER,PORTE CONTENEUR,28927,9.0,9.0,9.0,9.0,2,1,0,0,"GEMLIK , PIRAEUS , ALIAGA , DERINCE , VALENCIA",A ORDRE,ER SCHIFFAHRT GMBH & CIE KG,ER SCHIFFAHRT GMBH & CIE KG,06/12/2025,13:06,06/12/2025,13:07,06/12/2025,13:09,14/12/2025,16:35,15/12/2025,21:00,71,15/12/25,21:45,222.17,12.02,"0,00","0,00","1,18","9,36",CONTENEURS,500.0,CONTENEURS,400.0
95,CASABLANCA,PORT SHANGHAI,CONVENTIONEL,32415,3.5,4.5,8.5,9.5,2,2,0,0,AUGHINISH ISLAND,CALLAO,RUBY OCEANWAY LIMITED,,08/12/2025,05:41,08/12/2025,05:42,14/12/2025,16:53,14/12/2025,18:20,15/12/2025,22:40,66,15/12/25,23:40,189.99,12.82,"0,00","6,47","1,18","7,75",,0.0,PHOSPHATE VRAC,40000.0
96,CASABLANCA,SEVEN SEAS VOYAGER,PASSAGERS,42363,7.1,7.1,0.0,0.0,0,0,0,0,AGADIR,A ORDRE,"VOYAGER VESSEL COMPANY, LLC","VOYAGER VESSEL COMPANY, LLC",15/12/2025,07:15,,,,,15/12/2025,08:25,15/12/2025,19:20,QC1,15/12/25,20:00,206.5,7.1,"0,00","0,00","0,45","0,53",,0.0,,0.0
97,CASABLANCA,RHODANUS,CONVENTIONEL,2056,3.5,4.05,2.4,3.2,0,0,0,0,ARLES,A ORDRE,MS RHODANUS INTERSCAN UG CO.KG,MS RHODANUS INTERSCAN UG CO.KG,14/12/2025,10:01,,,,,14/12/2025,11:50,15/12/2025,12:55,R4,15/12/25,14:07,88.95,4.63,"0,00","0,00","1,04","1,17",PNEU DECHIQUETE,1564.0,,0.0
98,CASABLANCA,VIKING DESTINY,ROULIER,62105,9.5,9.5,7.5,7.6,0,0,0,0,"ANTWERPEN , BREMERHAVEN",A ORDRE,HOEGH AUTOLINERS AS,HOEGH AUTOLINERS AS,15/12/2025,21:21,15/12/2025,21:22,15/12/2025,21:30,,,,,,15/12/25,21:31,200.0,10.01,"0,00","0,01","0,00","0,01",VEHICULES,1097.96,,0.0
99,CASABLANCA,CONTSHIP BOX,PORTE CONTENEUR,17068,8.0,9.0,9.0,10.0,2,2,0,0,"LA SPEZIA , SALERNO , GENOVA , BARCELONA",SETÚBAL,CONTSHIPS MANAGEMENT INC.,CONTSHIPS MANAGEMENT INC.,11/12/2025,17:41,11/12/2025 | 13/12/2025,17:42 | 09:41,12/12/2025 | 13/12/2025,05:12 | 10:52,12/12/2025 | 14/12/2025,06:30 | 15:05,13/12/2025 | 14/12/2025,09:05 | 21:20,"51 ,51",14/12/25,22:11,180.37,9.5,"0,00","0,53","1,37","3,19",CONTENEURS,4250.0,CONTENEURS,5000.0
100,CASABLANCA,EMERALD ACE,VOITURIER,60154,9.0,9.0,9.0,9.1,2,1,0,0,ENNORE,A ORDRE,WHITE BEAR MARITIME LIMITED,WHITE BEAR MARITIME LIMITED,11/12/2025,02:56,11/12/2025,02:57,11/12/2025,03:00,14/12/2025,17:35,14/12/2025,22:50,44,14/12/25,23:44,199.99,9.73,"0,00","0,00","0,22","3,87",VEHICULES,233.0,,0.0
101,CASABLANCA,AS CONSTANTINA,PORTE CONTENEUR,27786,11.2,11.3,11.2,11.3,2,2,0,0,VALENCIA,ALGECIRAS,SCHIFFAHRTSGESELLSCHAFT MBH & CO,SCHIFFAHRTSGESELLSCHAFT MBH & CO,04/12/2025,16:02,04/12/2025,16:03,11/12/2025,07:45,11/12/2025,09:35,13/12/2025,01:20,80,13/12/25,02:08,221.62,11.43,"0,00","6,65","1,66","8,42",CONTENEURS,20000.0,CONTENEURS,16000.0
102,CASABLANCA,RIGHT STEP,CONVENTIONEL,3796,5.5,5.5,4.0,4.0,0,0,0,0,PIOMBINO,A ORDRE,SKOTRA LTD,SKOTRA LTD,30/11/2025,13:17,30/11/2025,13:18,07/12/2025,15:24,07/12/2025,16:20,13/12/2025,18:15,"10 ,12 ,10",13/12/25,19:25,100.7,5.5,"0,00","7,09","6,08","13,26",RAILS,10000.0,,0.0
103,CASABLANCA,DOLPHIN 19,TANKER,11628,9.6,9.6,4.2,6.9,1,1,0,0,SAN LORENZO,A ORDRE,ITC INTERNATIONAL TRANSPORT & TRADI,ITC INTERNATIONAL TRANSPORT & TRADI,07/12/2025,08:39,07/12/2025,08:40,08/12/2025,16:16,08/12/2025,17:20,13/12/2025,16:25,T5T6,13/12/25,17:25,145.5,9.95,"0,00","1,32","4,96","6,37",HUILE DE SOJA,18000.0,,0.0
104,CASABLANCA,ECO TRUST,CONVENTIONEL,7887,7.0,7.0,7.0,7.0,1,1,0,0,"A ORDRE , ISKENDERUN",A ORDRE,BRIESE SCHIFFAHRTS GMBH & CO. KG,BRIESE SCHIFFAHRTS GMBH & CO. KG,10/12/2025,18:08,,,,,10/12/2025,20:10,13/12/2025,02:50,32,13/12/25,03:50,132.78,7.0,"0,00","0,00","2,28","2,40",TUBE EN ACIER,2180.16,,0.0
105,CASABLANCA,AKNOUL,ROULIER,6809,5.0,6.0,5.0,6.0,1,0,0,0,MARSEILLE,MARSEILLE,CMA-CGM,CMA-CGM,08/12/2025,12:05,08/12/2025,12:06,10/12/2025,08:20,10/12/2025,09:45,12/12/2025,12:50,A2,12/12/25,13:37,122.0,6.16,"0,00","1,84","2,13","4,06",CONTENEURS,1544.0,REMORQUES VIDES,981.0
106,CASABLANCA,GRANDE ANGOLA,ROULIER,47128,9.8,9.8,9.1,9.3,2,1,0,0,SALERNO,DAKAR,GRIMALDI DEEP SEA S.P.A.,GRIMALDI DEEP SEA S.P.A,10/12/2025,07:26,10/12/2025,07:27,10/12/2025,07:34,10/12/2025,11:25,12/12/2025,16:20,44,12/12/25,17:13,211.0,9.8,"0,00","0,00","2,20","2,41",VEHICULES,900.0,VEHICULES,1200.0
107,CASABLANCA,HANDY STRANGER,VRAQUIER,23163,9.3,9.5,5.0,5.5,3,2,0,0,AVILES,A ORDRE,MEDHANDY SHIPPING LTD,,01/12/2025,00:06,01/12/2025,00:07,05/12/2025,13:39,05/12/2025,15:40,12/12/2025,17:00,62,12/12/25,18:03,182.0,10.02,"1,00","4,56","7,06","12,75",CHARBON,30000.934,,0.0
108,CASABLANCA,AL MOTHANNA,CONVENTIONEL,12262,4.1,6.2,9.0,9.0,2,2,0,0,ISKENDERUN,A ORDRE,STAT CO. FOR MARITIME TRANSPORT,STAT CO. FOR MARITIME TRANSPORT,27/11/2025,06:32,27/11/2025,06:33,03/12/2025,02:55,03/12/2025,04:35,12/12/2025,19:20,30,12/12/25,20:08,143.0,9.69,"0,00","5,85","9,61","15,57",,0.0,SACS SUCRE,14000.0
